State,Year,State_Year,Coal_Consumed,FO_Consumed,EL_Consumed,LPG_Consumed,KE_Consumed,NG_Consumed,Total_Energy_Consumed,Wood_Consumed
VIRGINIA,2009,VIRGINIA 2009,0.0,17502.0,152731.0,13484.0,1624.0,87426.0,638448.0,16159.0
VIRGINIA,2010,VIRGINIA 2010,0.0,18566.0,165274.0,13270.0,1880.0,90406.0,683534.0,17331.0
VIRGINIA,2011,VIRGINIA 2011,0.0,16283.0,156171.0,12632.0,881.0,81379.0,633109.0,16809.0
VIRGINIA,2012,VIRGINIA 2012,0.0,12079.0,148540.0,10149.0,400.0,72906.0,579679.0,14047.0
VIRGINIA,2013,VIRGINIA 2013,0.0,13569.0,154960.0,12139.0,447.0,88862.0,625551.0,18329.0
VIRGINIA,2014,VIRGINIA 2014,0.0,14042.0,158466.0,11732.0,697.0,97426.0,643199.0,18549.0
VIRGINIA,2015,VIRGINIA 2015,0.0,12958.0,156708.0,12295.0,480.0,89558.0,611357.0,14223.0
VIRGINIA,2016,VIRGINIA 2016,0.0,9854.0,154175.0,10505.0,643.0,81054.0,579396.0,12746.0
VIRGINIA,2017,VIRGINIA 2017,0.0,8912.0,150068.0,9852.0,365.0,81148.0,553667.0,10914.0
VIRGINIA,2018,VIRGINIA 2018,0.0,11330.0,163648.0,12123.0,386.0,94171.0,610516.0,13780.0
VIRGINIA,2019,VIRGINIA 2019,0.0,9431.0,159225.0,12726.0,418.0,86516.0,571741.0,12194.0
WASHINGTON,2006,WASHINGTON 2006,0.0,7133.0,117504.0,6812.0,178.0,77752.0,496164.0,10061.0
WASHINGTON,2007,WASHINGTON 2007,0.0,6374.0,120747.0,6492.0,72.0,82188.0,488276.0,11120.0
WASHINGTON,2008,WASHINGTON 2008,0.0,5880.0,123978.0,8568.0,63.0,87054.0,510424.0,12443.0
WASHINGTON,2009,WASHINGTON 2009,0.0,5614.0,125453.0,9562.0,103.0,86682.0,515229.0,17545.0
WASHINGTON,2010,WASHINGTON 2010,0.0,5465.0,119102.0,9039.0,120.0,78028.0,491326.0,18817.0
WASHINGTON,2011,WASHINGTON 2011,0.0,5025.0,124115.0,9093.0,72.0,87884.0,511673.0,18251.0
WASHINGTON,2012,WASHINGTON 2012,0.0,3644.0,121163.0,6938.0,28.0,82237.0,480801.0,15251.0
WASHINGTON,2013,WASHINGTON 2013,0.0,3498.0,122776.0,6991.0,22.0,86129.0,494090.0,19901.0
WASHINGTON,2014,WASHINGTON 2014,0.0,3767.0,119703.0,6736.0,36.0,82249.0,481639.0,20140.0
WASHINGTON,2015,WASHINGTON 2015,0.0,3526.0,116254.0,5866.0,22.0,76475.0,450816.0,23039.0
WASHINGTON,2016,WASHINGTON 2016,0.0,3535.0,116730.0,7294.0,39.0,82329.0,454593.0,25184.0
WASHINGTON,2017,WASHINGTON 2017,0.0,4803.0,127209.0,8797.0,25.0,98296.0,503821.0,26043.0
WASHINGTON,2018,WASHINGTON 2018,0.0,3493.0,120577.0,8658.0,20.0,90806.0,479561.0,27893.0
WASHINGTON,2019,WASHINGTON 2019,0.0,3624.0,124580.0,10895.0,31.0,97618.0,496532.0,31676.0
WEST VIRGINIA,2006,WEST VIRGINIA 2006,55.0,2207.0,37581.0,3351.0,1066.0,29198.0,156513.0,8251.0
WEST VIRGINIA,2007,WEST VIRGINIA 2007,163.0,1909.0,40089.0,2855.0,699.0,28522.0,163991.0,9120.0
WEST VIRGINIA,2008,WEST VIRGINIA 2008,0.0,1967.0,40134.0,3252.0,267.0,29540.0,166585.0,10206.0
WEST VIRGINIA,2009,WEST VIRGINIA 2009,0.0,1349.0,39537.0,3119.0,386.0,28327.0,172745.0,17911.0
WEST VIRGINIA,2010,WEST VIRGINIA 2010,0.0,1594.0,42454.0,3242.0,382.0,29085.0,181872.0,19210.0
WEST VIRGINIA,2011,WEST VIRGINIA 2011,0.0,1389.0,40078.0,3049.0,188.0,27181.0,171031.0,18632.0
WEST VIRGINIA,2012,WEST VIRGINIA 2012,0.0,1094.0,38196.0,2580.0,90.0,24358.0,159444.0,15570.0
WEST VIRGINIA,2013,WEST VIRGINIA 2013,0.0,1513.0,39517.0,3919.0,100.0,28547.0,173670.0,20316.0
WEST VIRGINIA,2014,WEST VIRGINIA 2014,0.0,1376.0,40912.0,2739.0,202.0,30859.0,178596.0,20561.0
WEST VIRGINIA,2015,WEST VIRGINIA 2015,0.0,1671.0,39025.0,3034.0,148.0,27273.0,161181.0,9508.0
WEST VIRGINIA,2016,WEST VIRGINIA 2016,0.0,1550.0,38813.0,2242.0,208.0,25498.0,155489.0,8528.0
WEST VIRGINIA,2017,WEST VIRGINIA 2017,0.0,1152.0,36077.0,1961.0,112.0,24254.0,143734.0,8201.0
WEST VIRGINIA,2018,WEST VIRGINIA 2018,0.0,1419.0,39850.0,2469.0,121.0,28668.0,163769.0,9708.0
WEST VIRGINIA,2019,WEST VIRGINIA 2019,0.0,1590.0,38055.0,2892.0,140.0,25887.0,156114.0,9525.0
WISCONSIN,2006,WISCONSIN 2006,64.0,13724.0,74312.0,23023.0,153.0,121885.0,429998.0,22167.0
WISCONSIN,2007,WISCONSIN 2007,136.0,11454.0,76340.0,24254.0,77.0,132936.0,450624.0,24500.0
WISCONSIN,2008,WISCONSIN 2008,0.0,11907.0,74982.0,27509.0,52.0,142543.0,459749.0,27417.0
WISCONSIN,2009,WISCONSIN 2009,0.0,7181.0,73089.0,24957.0,155.0,135023.0,428284.0,20366.0
WISCONSIN,2010,WISCONSIN 2010,0.0,6343.0,76086.0,23928.0,151.0,124850.0,427714.0,21843.0
WISCONSIN,2011,WISCONSIN 2011,0.0,5439.0,75576.0,23911.0,207.0,131300.0,427450.0,21186.0
WISCONSIN,2012,WISCONSIN 2012,0.0,4143.0,75154.0,19185.0,36.0,114770.0,396686.0,17704.0
WISCONSIN,2013,WISCONSIN 2013,0.0,4597.0,75391.0,25828.0,54.0,146877.0,443777.0,23101.0
WISCONSIN,2014,WISCONSIN 2014,0.0,5334.0,74811.0,27212.0,92.0,155974.0,451636.0,23379.0
WISCONSIN,2015,WISCONSIN 2015,0.0,4481.0,72385.0,23810.0,54.0,132795.0,417201.0,29291.0
WISCONSIN,2016,WISCONSIN 2016,0.0,4111.0,74430.0,22411.0,82.0,131192.0,412718.0,25115.0
WISCONSIN,2017,WISCONSIN 2017,0.0,4064.0,72448.0,22276.0,49.0,136267.0,413810.0,24490.0
WISCONSIN,2018,WISCONSIN 2018,0.0,5002.0,76570.0,24405.0,54.0,151487.0,446114.0,29734.0
WISCONSIN,2019,WISCONSIN 2019,0.0,4879.0,75048.0,32568.0,78.0,159117.0,447185.0,29134.0
WYOMING,2006,WYOMING 2006,83.0,220.0,8421.0,2092.0,7.0,12156.0,42969.0,1727.0
WYOMING,2007,WYOMING 2007,105.0,179.0,8844.0,3613.0,4.0,12831.0,47154.0,1909.0
WYOMING,2008,WYOMING 2008,0.0,95.0,9276.0,3585.0,1.0,13711.0,49371.0,2136.0
WYOMING,2009,WYOMING 2009,0.0,134.0,9279.0,3944.0,1.0,13053.0,47842.0,1127.0
WYOMING,2010,WYOMING 2010,0.0,146.0,9305.0,3339.0,1.0,13317.0,47532.0,1209.0
WYOMING,2011,WYOMING 2011,0.0,129.0,9563.0,3597.0,1.0,13736.0,49225.0,1173.0
WYOMING,2012,WYOMING 2012,0.0,132.0,9269.0,2651.0,1.0,11895.0,45136.0,980.0
WYOMING,2013,WYOMING 2013,0.0,181.0,9654.0,2870.0,0.0,14217.0,49129.0,1279.0
WYOMING,2014,WYOMING 2014,0.0,121.0,9391.0,3067.0,0.0,13803.0,48016.0,1294.0
WYOMING,2015,WYOMING 2015,0.0,146.0,9133.0,2176.0,1.0,12273.0,47882.0,4178.0
WYOMING,2016,WYOMING 2016,0.0,116.0,9387.0,2597.0,1.0,12891.0,49012.0,3604.0
WYOMING,2017,WYOMING 2017,0.0,117.0,9459.0,3505.0,0.0,13307.0,51208.0,4189.0
WYOMING,2018,WYOMING 2018,0.0,114.0,9377.0,3275.0,0.0,13959.0,51478.0,4210.0
WYOMING,2019,WYOMING 2019,0.0,107.0,9722.0,3513.0,0.0,15103.0,53913.0,4257.0
