State,Year,State_Year,Coal_Consumed,FO_Consumed,EL_Consumed,LPG_Consumed,KE_Consumed,NG_Consumed,Total_Energy_Consumed,Wood_Consumed
ALABAMA,2006,ALABAMA 2006,56.0,54.0,110129.0,6391.0,284.0,39180.0,386066.0,4070.0
ALABAMA,2007,ALABAMA 2007,2.0,48.0,111857.0,6846.0,181.0,36412.0,394481.0,4498.0
ALABAMA,2008,ALABAMA 2008,0.0,53.0,109814.0,7569.0,46.0,38656.0,388024.0,5033.0
ALABAMA,2009,ALABAMA 2009,0.0,563.0,107442.0,7798.0,65.0,37030.0,372781.0,6666.0
ALABAMA,2010,ALABAMA 2010,0.0,699.0,121226.0,8504.0,86.0,42872.0,419277.0,7149.0
ALABAMA,2011,ALABAMA 2011,0.0,62.0,112606.0,5876.0,70.0,37180.0,377607.0,6934.0
ALABAMA,2012,ALABAMA 2012,0.0,104.0,104517.0,4208.0,15.0,28022.0,338290.0,5794.0
ALABAMA,2013,ALABAMA 2013,0.0,89.0,107064.0,4688.0,15.0,35626.0,358238.0,7561.0
ALABAMA,2014,ALABAMA 2014,0.0,101.0,112356.0,4942.0,22.0,39842.0,378853.0,7652.0
ALABAMA,2015,ALABAMA 2015,0.0,120.0,108872.0,5395.0,17.0,33653.0,349230.0,2123.0
ALABAMA,2016,ALABAMA 2016,0.0,92.0,109374.0,5041.0,12.0,29155.0,341584.0,1749.0
ALABAMA,2017,ALABAMA 2017,0.0,83.0,102978.0,4760.0,4.0,27077.0,323377.0,1484.0
ALABAMA,2018,ALABAMA 2018,0.0,69.0,112870.0,5741.0,13.0,35669.0,358161.0,2038.0
ALABAMA,2019,ALABAMA 2019,0.0,23.0,110602.0,6034.0,11.0,31472.0,347873.0,1978.0
ALASKA,2006,ALASKA 2006,783.0,11211.0,7234.0,532.0,1561.0,20715.0,59556.0,816.0
ALASKA,2007,ALASKA 2007,739.0,8435.0,7215.0,406.0,914.0,19961.0,53742.0,902.0
ALASKA,2008,ALASKA 2008,0.0,7216.0,7267.0,740.0,792.0,21568.0,53668.0,1009.0
ALASKA,2009,ALASKA 2009,0.0,8665.0,7225.0,704.0,77.0,20075.0,53536.0,2146.0
ALASKA,2010,ALASKA 2010,0.0,8687.0,7142.0,589.0,83.0,18806.0,52253.0,2302.0
ALASKA,2011,ALASKA 2011,0.0,8040.0,7283.0,500.0,142.0,20521.0,53939.0,2232.0
ALASKA,2012,ALASKA 2012,0.0,7819.0,7371.0,502.0,41.0,21634.0,54597.0,1865.0
ALASKA,2013,ALASKA 2013,0.0,6917.0,7179.0,368.0,27.0,19233.0,48810.0,2434.0
ALASKA,2014,ALASKA 2014,0.0,6654.0,6973.0,388.0,33.0,17751.0,47823.0,2463.0
ALASKA,2015,ALASKA 2015,0.0,7770.0,6975.0,355.0,38.0,18593.0,53136.0,5889.0
ALASKA,2016,ALASKA 2016,0.0,7173.0,6846.0,348.0,60.0,17806.0,50843.0,6389.0
ALASKA,2017,ALASKA 2017,0.0,7755.0,7030.0,447.0,0.0,20000.0,53081.0,5430.0
ALASKA,2018,ALASKA 2018,0.0,6396.0,6738.0,459.0,0.0,18108.0,49398.0,5942.0
ALASKA,2019,ALASKA 2019,0.0,6574.0,6579.0,398.0,0.0,17698.0,48580.0,5536.0
ARIZONA,2006,ARIZONA 2006,1.0,20.0,110438.0,3211.0,9.0,36732.0,383046.0,7397.0
ARIZONA,2007,ARIZONA 2007,1.0,13.0,117498.0,3008.0,2.0,39305.0,394012.0,8176.0
ARIZONA,2008,ARIZONA 2008,0.0,12.0,113402.0,5172.0,1.0,39461.0,385383.0,9149.0
ARIZONA,2009,ARIZONA 2009,0.0,19.0,112073.0,4879.0,2.0,35367.0,373842.0,2866.0
ARIZONA,2010,ARIZONA 2010,0.0,16.0,110713.0,4574.0,0.0,38445.0,376625.0,3074.0
ARIZONA,2011,ARIZONA 2011,0.0,18.0,112866.0,5306.0,0.0,39094.0,391384.0,2981.0
ARIZONA,2012,ARIZONA 2012,0.0,22.0,112333.0,3118.0,0.0,35693.0,378865.0,2491.0
ARIZONA,2013,ARIZONA 2013,0.0,12.0,112949.0,3967.0,0.0,40729.0,389450.0,3251.0
ARIZONA,2014,ARIZONA 2014,0.0,12.0,110365.0,4084.0,0.0,33442.0,377957.0,3290.0
ARIZONA,2015,ARIZONA 2015,0.0,6.0,113167.0,3508.0,0.0,36047.0,385470.0,3915.0
ARIZONA,2016,ARIZONA 2016,0.0,6.0,114953.0,4014.0,0.0,36579.0,392067.0,3240.0
ARIZONA,2017,ARIZONA 2017,0.0,7.0,116865.0,3934.0,0.0,34332.0,401344.0,3074.0
ARIZONA,2018,ARIZONA 2018,0.0,5.0,118261.0,4986.0,0.0,36517.0,407303.0,4330.0
ARIZONA,2019,ARIZONA 2019,0.0,2.0,118465.0,5545.0,2.0,43411.0,412787.0,5459.0
ARKANSAS,2006,ARKANSAS 2006,0.0,15.0,58226.0,5535.0,52.0,32467.0,224542.0,4969.0
ARKANSAS,2007,ARKANSAS 2007,3.0,18.0,59418.0,5440.0,35.0,33041.0,232476.0,5492.0
ARKANSAS,2008,ARKANSAS 2008,0.0,9.0,59343.0,6901.0,13.0,36028.0,236545.0,6146.0
ARKANSAS,2009,ARKANSAS 2009,0.0,23.0,57955.0,6797.0,26.0,33635.0,226791.0,9580.0
ARKANSAS,2010,ARKANSAS 2010,0.0,55.0,65616.0,6049.0,31.0,36509.0,253858.0,10275.0
ARKANSAS,2011,ARKANSAS 2011,0.0,58.0,64102.0,5063.0,12.0,34241.0,247420.0,9966.0
ARKANSAS,2012,ARKANSAS 2012,0.0,25.0,61107.0,3819.0,5.0,26454.0,222034.0,8328.0
ARKANSAS,2013,ARKANSAS 2013,0.0,24.0,62164.0,5092.0,7.0,35663.0,241000.0,10867.0
ARKANSAS,2014,ARKANSAS 2014,0.0,31.0,62921.0,4964.0,16.0,38558.0,246790.0,10997.0
ARKANSAS,2015,ARKANSAS 2015,0.0,49.0,62349.0,4198.0,9.0,33463.0,228572.0,6398.0
ARKANSAS,2016,ARKANSAS 2016,0.0,75.0,60680.0,3198.0,7.0,27469.0,213797.0,5183.0
ARKANSAS,2017,ARKANSAS 2017,0.0,48.0,58095.0,2949.0,2.0,26080.0,202036.0,4361.0
ARKANSAS,2018,ARKANSAS 2018,0.0,43.0,65712.0,3993.0,3.0,35466.0,235028.0,6851.0
ARKANSAS,2019,ARKANSAS 2019,0.0,4.0,63915.0,4095.0,4.0,34175.0,226877.0,6899.0
CALIFORNIA,2006,CALIFORNIA 2006,3.0,890.0,306520.0,24696.0,1625.0,502984.0,1488574.0,22952.0
CALIFORNIA,2007,CALIFORNIA 2007,0.0,554.0,304209.0,26190.0,864.0,506805.0,1474374.0,25368.0
CALIFORNIA,2008,CALIFORNIA 2008,0.0,839.0,311280.0,32156.0,458.0,502833.0,1511586.0,28388.0
CALIFORNIA,2009,CALIFORNIA 2009,0.0,2247.0,306393.0,30186.0,973.0,493696.0,1483981.0,37284.0
CALIFORNIA,2010,CALIFORNIA 2010,0.0,934.0,297721.0,31725.0,816.0,505530.0,1466657.0,39988.0
CALIFORNIA,2011,CALIFORNIA 2011,0.0,628.0,301615.0,30067.0,625.0,522406.0,1500559.0,38785.0
CALIFORNIA,2012,CALIFORNIA 2012,0.0,370.0,307455.0,22728.0,269.0,487614.0,1437024.0,32410.0
CALIFORNIA,2013,CALIFORNIA 2013,0.0,551.0,304493.0,22821.0,257.0,494357.0,1440463.0,42291.0
CALIFORNIA,2014,CALIFORNIA 2014,0.0,543.0,304899.0,18804.0,334.0,408754.0,1355028.0,42800.0
CALIFORNIA,2015,CALIFORNIA 2015,0.0,443.0,304986.0,21125.0,248.0,415935.0,1347770.0,22025.0
CALIFORNIA,2016,CALIFORNIA 2016,0.0,439.0,301317.0,23006.0,473.0,426390.0,1367099.0,20589.0
CALIFORNIA,2017,CALIFORNIA 2017,0.0,412.0,307501.0,22096.0,287.0,446314.0,1415437.0,20030.0
CALIFORNIA,2018,CALIFORNIA 2018,0.0,465.0,304009.0,24078.0,287.0,438159.0,1440251.0,22176.0
CALIFORNIA,2019,CALIFORNIA 2019,0.0,480.0,298632.0,25947.0,418.0,480485.0,1455702.0,27045.0
COLORADO,2006,COLORADO 2006,133.0,55.0,57839.0,10263.0,91.0,122875.0,327996.0,6059.0
COLORADO,2007,COLORADO 2007,29.0,44.0,60168.0,11661.0,36.0,134578.0,343360.0,6697.0
COLORADO,2008,COLORADO 2008,0.0,48.0,60462.0,13846.0,22.0,136006.0,347873.0,7494.0
COLORADO,2009,COLORADO 2009,0.0,66.0,59412.0,12365.0,40.0,130896.0,339585.0,9310.0
COLORADO,2010,COLORADO 2010,0.0,61.0,61765.0,12360.0,34.0,133463.0,352304.0,9985.0
COLORADO,2011,COLORADO 2011,0.0,84.0,62360.0,11982.0,10.0,134161.0,354262.0,9684.0
COLORADO,2012,COLORADO 2012,0.0,77.0,62168.0,11150.0,5.0,120076.0,335025.0,8093.0
COLORADO,2013,COLORADO 2013,0.0,78.0,63221.0,13170.0,10.0,139516.0,363327.0,10560.0
COLORADO,2014,COLORADO 2014,0.0,164.0,61733.0,12021.0,5.0,138065.0,353334.0,10687.0
COLORADO,2015,COLORADO 2015,0.0,278.0,62729.0,10751.0,5.0,129193.0,347376.0,11707.0
COLORADO,2016,COLORADO 2016,0.0,64.0,64261.0,11098.0,9.0,128959.0,348562.0,10725.0
COLORADO,2017,COLORADO 2017,0.0,179.0,63514.0,10341.0,3.0,125643.0,343246.0,10671.0
COLORADO,2018,COLORADO 2018,0.0,154.0,65807.0,11606.0,2.0,137145.0,359886.0,11311.0
COLORADO,2019,COLORADO 2019,0.0,207.0,66209.0,13185.0,9.0,154040.0,378983.0,13285.0
CONNECTICUT,2006,CONNECTICUT 2006,8.0,74828.0,44231.0,4107.0,1317.0,40103.0,256700.0,2196.0
CONNECTICUT,2007,CONNECTICUT 2007,8.0,75405.0,45626.0,4516.0,733.0,44385.0,265629.0,2427.0
CONNECTICUT,2008,CONNECTICUT 2008,0.0,72934.0,43434.0,5729.0,278.0,43815.0,255114.0,2716.0
CONNECTICUT,2009,CONNECTICUT 2009,0.0,71766.0,42917.0,6285.0,262.0,45020.0,253184.0,5897.0
CONNECTICUT,2010,CONNECTICUT 2010,0.0,65811.0,44579.0,5824.0,242.0,43815.0,251419.0,6324.0
CONNECTICUT,2011,CONNECTICUT 2011,0.0,59203.0,44079.0,6233.0,176.0,45951.0,238420.0,6134.0
CONNECTICUT,2012,CONNECTICUT 2012,0.0,54568.0,43529.0,5842.0,78.0,42340.0,232769.0,5126.0
CONNECTICUT,2013,CONNECTICUT 2013,0.0,57598.0,44818.0,7109.0,71.0,47716.0,245613.0,6688.0
CONNECTICUT,2014,CONNECTICUT 2014,0.0,58038.0,43597.0,6959.0,95.0,52615.0,248117.0,6769.0
CONNECTICUT,2015,CONNECTICUT 2015,0.0,60485.0,43990.0,7458.0,58.0,52337.0,251761.0,7566.0
CONNECTICUT,2016,CONNECTICUT 2016,0.0,45306.0,43254.0,6992.0,75.0,47327.0,226831.0,5304.0
CONNECTICUT,2017,CONNECTICUT 2017,0.0,45050.0,42239.0,9005.0,48.0,49815.0,229812.0,5546.0
CONNECTICUT,2018,CONNECTICUT 2018,0.0,54680.0,44565.0,8864.0,44.0,54702.0,248546.0,6296.0
CONNECTICUT,2019,CONNECTICUT 2019,0.0,53200.0,42628.0,8413.0,64.0,53808.0,239810.0,6697.0
DELAWARE,2006,DELAWARE 2006,1.0,4100.0,14530.0,2302.0,614.0,9449.0,63315.0,523.0
DELAWARE,2007,DELAWARE 2007,1.0,3691.0,15250.0,2695.0,275.0,10375.0,67885.0,578.0
DELAWARE,2008,DELAWARE 2008,0.0,3354.0,15109.0,2834.0,141.0,10197.0,68574.0,647.0
DELAWARE,2009,DELAWARE 2009,0.0,3436.0,14791.0,3340.0,300.0,10367.0,68693.0,1298.0
DELAWARE,2010,DELAWARE 2010,0.0,3321.0,16241.0,3843.0,226.0,10376.0,72461.0,1392.0
DELAWARE,2011,DELAWARE 2011,0.0,2677.0,15805.0,3171.0,141.0,10323.0,67909.0,1350.0
DELAWARE,2012,DELAWARE 2012,0.0,2092.0,15428.0,2593.0,60.0,8808.0,62032.0,1128.0
DELAWARE,2013,DELAWARE 2013,0.0,2484.0,15593.0,2902.0,63.0,10673.0,64890.0,1472.0
DELAWARE,2014,DELAWARE 2014,0.0,2687.0,15848.0,3308.0,104.0,11944.0,66613.0,1490.0
DELAWARE,2015,DELAWARE 2015,0.0,2812.0,16545.0,3228.0,76.0,11854.0,65664.0,886.0
DELAWARE,2016,DELAWARE 2016,0.0,2050.0,16252.0,2308.0,78.0,10159.0,60553.0,677.0
DELAWARE,2017,DELAWARE 2017,0.0,1764.0,15909.0,2294.0,39.0,10371.0,59711.0,613.0
DELAWARE,2018,DELAWARE 2018,0.0,2493.0,17299.0,2873.0,46.0,12605.0,68854.0,622.0
DELAWARE,2019,DELAWARE 2019,0.0,2470.0,17074.0,2608.0,48.0,12145.0,65584.0,668.0
DISTRICT OF COLUMBIA,2006,DISTRICT OF COLUMBIA 2006,0.0,1061.0,6217.0,5.0,0.0,11698.0,34354.0,32.0
DISTRICT OF COLUMBIA,2007,DISTRICT OF COLUMBIA 2007,50.0,1185.0,6720.0,6.0,0.0,13732.0,37685.0,35.0
DISTRICT OF COLUMBIA,2008,DISTRICT OF COLUMBIA 2008,0.0,833.0,6536.0,7.0,0.0,13592.0,36386.0,39.0
DISTRICT OF COLUMBIA,2009,DISTRICT OF COLUMBIA 2009,0.0,1017.0,6482.0,8.0,0.0,13937.0,36454.0,24.0
DISTRICT OF COLUMBIA,2010,DISTRICT OF COLUMBIA 2010,0.0,1214.0,7245.0,9.0,0.0,13799.0,38997.0,26.0
DISTRICT OF COLUMBIA,2011,DISTRICT OF COLUMBIA 2011,0.0,206.0,7033.0,0.0,0.0,12583.0,35957.0,25.0
DISTRICT OF COLUMBIA,2012,DISTRICT OF COLUMBIA 2012,0.0,1061.0,6833.0,1.0,0.0,11587.0,34614.0,21.0
DISTRICT OF COLUMBIA,2013,DISTRICT OF COLUMBIA 2013,0.0,822.0,6939.0,5.0,0.0,13610.0,36759.0,27.0
DISTRICT OF COLUMBIA,2014,DISTRICT OF COLUMBIA 2014,0.0,804.0,7070.0,10.0,0.0,14854.0,38467.0,27.0
DISTRICT OF COLUMBIA,2015,DISTRICT OF COLUMBIA 2015,0.0,1074.0,8522.0,6.0,0.0,14088.0,42435.0,0.0
DISTRICT OF COLUMBIA,2016,DISTRICT OF COLUMBIA 2016,0.0,108.0,8536.0,5.0,0.0,11880.0,39280.0,6.0
DISTRICT OF COLUMBIA,2017,DISTRICT OF COLUMBIA 2017,0.0,91.0,8171.0,5.0,0.0,12368.0,38383.0,8.0
DISTRICT OF COLUMBIA,2018,DISTRICT OF COLUMBIA 2018,0.0,681.0,8845.0,4.0,0.0,13584.0,41984.0,0.0
DISTRICT OF COLUMBIA,2019,DISTRICT OF COLUMBIA 2019,0.0,51.0,8690.0,9.0,0.0,12487.0,39337.0,0.0
FLORIDA,2006,FLORIDA 2006,1.0,488.0,399385.0,8141.0,306.0,16134.0,1265230.0,1957.0
FLORIDA,2007,FLORIDA 2007,1.0,291.0,401989.0,7333.0,113.0,15602.0,1254926.0,2164.0
FLORIDA,2008,FLORIDA 2008,0.0,163.0,388753.0,7317.0,80.0,16086.0,1216701.0,2421.0
FLORIDA,2009,FLORIDA 2009,0.0,220.0,393996.0,9216.0,100.0,15682.0,1223002.0,14587.0
FLORIDA,2010,FLORIDA 2010,0.0,260.0,417099.0,9028.0,174.0,19198.0,1271713.0,15644.0
FLORIDA,2011,FLORIDA 2011,0.0,156.0,396956.0,7108.0,62.0,16648.0,1191486.0,15174.0
FLORIDA,2012,FLORIDA 2012,0.0,79.0,382578.0,5204.0,21.0,14635.0,1128534.0,12680.0
FLORIDA,2013,FLORIDA 2013,0.0,63.0,386559.0,4974.0,19.0,15593.0,1147013.0,16545.0
FLORIDA,2014,FLORIDA 2014,0.0,102.0,397618.0,5413.0,43.0,17143.0,1177073.0,16744.0
FLORIDA,2015,FLORIDA 2015,0.0,81.0,418855.0,5193.0,19.0,15791.0,1207493.0,267.0
FLORIDA,2016,FLORIDA 2016,0.0,71.0,420770.0,5560.0,33.0,15763.0,1207392.0,273.0
FLORIDA,2017,FLORIDA 2017,0.0,52.0,414430.0,6254.0,10.0,15423.0,1175968.0,200.0
FLORIDA,2018,FLORIDA 2018,0.0,57.0,428302.0,6773.0,19.0,17570.0,1196851.0,287.0
FLORIDA,2019,FLORIDA 2019,0.0,68.0,433943.0,6349.0,18.0,16944.0,1180439.0,302.0
GEORGIA,2006,GEORGIA 2006,0.0,178.0,186024.0,9835.0,356.0,113510.0,711957.0,5764.0
GEORGIA,2007,GEORGIA 2007,5.0,164.0,191834.0,9952.0,222.0,115129.0,735842.0,6370.0
GEORGIA,2008,GEORGIA 2008,0.0,187.0,189662.0,11133.0,95.0,122159.0,737925.0,7129.0
GEORGIA,2009,GEORGIA 2009,0.0,159.0,188198.0,10813.0,190.0,121368.0,726627.0,12164.0
GEORGIA,2010,GEORGIA 2010,0.0,122.0,210024.0,12671.0,198.0,141661.0,819871.0,13046.0
GEORGIA,2011,GEORGIA 2011,0.0,141.0,197041.0,9562.0,98.0,115423.0,747018.0,12653.0
GEORGIA,2012,GEORGIA 2012,0.0,57.0,183088.0,11471.0,29.0,99148.0,671729.0,10574.0
GEORGIA,2013,GEORGIA 2013,0.0,133.0,182694.0,7929.0,27.0,123480.0,686812.0,13797.0
GEORGIA,2014,GEORGIA 2014,0.0,73.0,195055.0,9603.0,57.0,136706.0,741983.0,13963.0
GEORGIA,2015,GEORGIA 2015,0.0,68.0,192511.0,8550.0,34.0,120795.0,697029.0,3491.0
GEORGIA,2016,GEORGIA 2016,0.0,79.0,197519.0,8312.0,41.0,119188.0,710185.0,3323.0
GEORGIA,2017,GEORGIA 2017,0.0,61.0,186880.0,7002.0,21.0,114365.0,665998.0,2453.0
GEORGIA,2018,GEORGIA 2018,0.0,104.0,203659.0,8733.0,93.0,136713.0,738418.0,3331.0
GEORGIA,2019,GEORGIA 2019,0.0,43.0,202439.0,8750.0,59.0,126519.0,715836.0,2842.0
HAWAII,2006,HAWAII 2006,0.0,19.0,10858.0,598.0,0.0,542.0,33679.0,156.0
HAWAII,2007,HAWAII 2007,0.0,19.0,10921.0,480.0,0.0,528.0,34100.0,172.0
HAWAII,2008,HAWAII 2008,0.0,30.0,10527.0,1007.0,0.0,520.0,33424.0,192.0
HAWAII,2009,HAWAII 2009,0.0,16.0,10425.0,920.0,0.0,530.0,33307.0,342.0
HAWAII,2010,HAWAII 2010,0.0,1.0,10200.0,919.0,0.0,529.0,32681.0,367.0
HAWAII,2011,HAWAII 2011,0.0,1.0,9993.0,854.0,0.0,509.0,32506.0,356.0
HAWAII,2012,HAWAII 2012,0.0,0.0,9346.0,1254.0,0.0,503.0,31530.0,297.0
HAWAII,2013,HAWAII 2013,0.0,0.0,8901.0,838.0,0.0,585.0,30848.0,388.0
HAWAII,2014,HAWAII 2014,0.0,0.0,8816.0,847.0,0.0,559.0,31407.0,392.0
HAWAII,2015,HAWAII 2015,0.0,2.0,9012.0,505.0,0.0,562.0,31571.0,14.0
HAWAII,2016,HAWAII 2016,0.0,0.0,8911.0,691.0,0.0,560.0,32506.0,10.0
HAWAII,2017,HAWAII 2017,0.0,1.0,8972.0,580.0,0.0,558.0,34020.0,32.0
HAWAII,2018,HAWAII 2018,0.0,0.0,9249.0,455.0,0.0,568.0,34237.0,23.0
HAWAII,2019,HAWAII 2019,0.0,0.0,9416.0,495.0,0.0,548.0,34545.0,23.0
IDAHO,2006,IDAHO 2006,23.0,2167.0,27492.0,3435.0,18.0,23494.0,125190.0,7201.0
IDAHO,2007,IDAHO 2007,103.0,1435.0,28454.0,3359.0,12.0,23977.0,129055.0,7959.0
IDAHO,2008,IDAHO 2008,0.0,1317.0,29138.0,3695.0,7.0,28197.0,135832.0,8907.0
IDAHO,2009,IDAHO 2009,0.0,988.0,29185.0,4086.0,10.0,26127.0,127606.0,3861.0
IDAHO,2010,IDAHO 2010,0.0,905.0,27763.0,3917.0,9.0,24496.0,120873.0,4141.0
IDAHO,2011,IDAHO 2011,0.0,1051.0,28626.0,3991.0,6.0,27137.0,125277.0,4017.0
IDAHO,2012,IDAHO 2012,0.0,821.0,27840.0,3205.0,3.0,24296.0,116608.0,3356.0
IDAHO,2013,IDAHO 2013,0.0,755.0,29409.0,4852.0,2.0,28067.0,127028.0,4380.0
IDAHO,2014,IDAHO 2014,0.0,730.0,27756.0,3537.0,1.0,25056.0,119891.0,4432.0
IDAHO,2015,IDAHO 2015,0.0,713.0,27483.0,3063.0,1.0,24329.0,122911.0,12015.0
IDAHO,2016,IDAHO 2016,0.0,739.0,27883.0,3219.0,1.0,26004.0,122926.0,11178.0
IDAHO,2017,IDAHO 2017,0.0,651.0,29780.0,4201.0,1.0,30119.0,134376.0,12639.0
IDAHO,2018,IDAHO 2018,0.0,510.0,28755.0,3848.0,3.0,28607.0,129754.0,14144.0
IDAHO,2019,IDAHO 2019,0.0,392.0,29674.0,5317.0,12.0,31834.0,136900.0,15796.0
ILLINOIS,2006,ILLINOIS 2006,276.0,1043.0,158254.0,18045.0,383.0,404471.0,948520.0,5609.0
ILLINOIS,2007,ILLINOIS 2007,370.0,895.0,163900.0,20472.0,295.0,439314.0,1002463.0,6200.0
ILLINOIS,2008,ILLINOIS 2008,0.0,1173.0,159615.0,27646.0,134.0,472366.0,1028137.0,6938.0
ILLINOIS,2009,ILLINOIS 2009,0.0,674.0,151235.0,25078.0,179.0,445693.0,975665.0,14002.0
ILLINOIS,2010,ILLINOIS 2010,0.0,675.0,165765.0,25390.0,193.0,419761.0,996827.0,15017.0
ILLINOIS,2011,ILLINOIS 2011,0.0,635.0,160558.0,22357.0,136.0,422588.0,979617.0,14565.0
ILLINOIS,2012,ILLINOIS 2012,0.0,378.0,160029.0,18429.0,40.0,364839.0,914300.0,12171.0
ILLINOIS,2013,ILLINOIS 2013,0.0,444.0,158222.0,25409.0,57.0,459893.0,1010009.0,15882.0
ILLINOIS,2014,ILLINOIS 2014,0.0,488.0,156984.0,20909.0,94.0,490661.0,1031195.0,16073.0
ILLINOIS,2015,ILLINOIS 2015,0.0,411.0,152331.0,19242.0,63.0,412894.0,924263.0,5900.0
ILLINOIS,2016,ILLINOIS 2016,0.0,426.0,156918.0,18300.0,100.0,399189.0,924167.0,5245.0
ILLINOIS,2017,ILLINOIS 2017,0.0,424.0,149164.0,18122.0,63.0,388810.0,891592.0,4577.0
ILLINOIS,2018,ILLINOIS 2018,0.0,490.0,161135.0,22286.0,47.0,451040.0,990071.0,5898.0
ILLINOIS,2019,ILLINOIS 2019,0.0,372.0,154292.0,27805.0,81.0,452296.0,970625.0,6250.0
INDIANA,2006,INDIANA 2006,116.0,3558.0,110161.0,13180.0,985.0,129833.0,516999.0,11303.0
INDIANA,2007,INDIANA 2007,392.0,2758.0,118212.0,16605.0,732.0,145762.0,578370.0,12493.0
INDIANA,2008,INDIANA 2008,0.0,3413.0,115941.0,20158.0,400.0,154674.0,591028.0,13980.0
INDIANA,2009,INDIANA 2009,0.0,1756.0,111054.0,19216.0,733.0,141866.0,559092.0,12117.0
INDIANA,2010,INDIANA 2010,0.0,1494.0,119619.0,17305.0,596.0,140134.0,582485.0,12996.0
INDIANA,2011,INDIANA 2011,0.0,1598.0,115708.0,16631.0,363.0,133699.0,557600.0,12605.0
INDIANA,2012,INDIANA 2012,0.0,1372.0,112472.0,11899.0,104.0,116929.0,520078.0,10533.0
INDIANA,2013,INDIANA 2013,0.0,1226.0,113983.0,14078.0,131.0,146575.0,568875.0,13745.0
INDIANA,2014,INDIANA 2014,0.0,1191.0,114998.0,14261.0,234.0,159397.0,582543.0,13910.0
INDIANA,2015,INDIANA 2015,0.0,1235.0,110691.0,11647.0,162.0,136142.0,535027.0,12488.0
INDIANA,2016,INDIANA 2016,0.0,908.0,112685.0,11136.0,239.0,129516.0,525966.0,12066.0
INDIANA,2017,INDIANA 2017,0.0,944.0,107654.0,10762.0,112.0,128855.0,497742.0,10152.0
INDIANA,2018,INDIANA 2018,0.0,1151.0,117969.0,13521.0,103.0,150829.0,556670.0,13191.0
INDIANA,2019,INDIANA 2019,0.0,1280.0,113446.0,14382.0,147.0,150165.0,536499.0,12928.0
IOWA,2006,IOWA 2006,639.0,1399.0,45531.0,16345.0,86.0,62628.0,230391.0,3837.0
IOWA,2007,IOWA 2007,755.0,1325.0,47974.0,16671.0,56.0,68443.0,243620.0,4241.0
IOWA,2008,IOWA 2008,0.0,1652.0,48018.0,21962.0,35.0,76201.0,255649.0,4746.0
IOWA,2009,IOWA 2009,0.0,1052.0,46824.0,21414.0,82.0,70599.0,246364.0,5534.0
IOWA,2010,IOWA 2010,0.0,1102.0,49661.0,17662.0,84.0,68775.0,248952.0,5935.0
IOWA,2011,IOWA 2011,0.0,1457.0,48883.0,17845.0,62.0,67696.0,246130.0,5756.0
IOWA,2012,IOWA 2012,0.0,739.0,47726.0,14326.0,10.0,56611.0,224008.0,4810.0
IOWA,2013,IOWA 2013,0.0,739.0,49903.0,17452.0,11.0,74635.0,253076.0,6277.0
IOWA,2014,IOWA 2014,0.0,775.0,49223.0,17799.0,22.0,79620.0,253915.0,6352.0
IOWA,2015,IOWA 2015,0.0,780.0,47039.0,15032.0,15.0,66042.0,226772.0,5155.0
IOWA,2016,IOWA 2016,0.0,623.0,48088.0,15397.0,32.0,64672.0,228013.0,4317.0
IOWA,2017,IOWA 2017,0.0,974.0,46819.0,14582.0,27.0,63711.0,220568.0,4196.0
IOWA,2018,IOWA 2018,0.0,912.0,50635.0,22644.0,14.0,75122.0,247219.0,5152.0
IOWA,2019,IOWA 2019,0.0,848.0,49456.0,25162.0,27.0,75888.0,248336.0,5585.0
KANSAS,2006,KANSAS 2006,0.0,17.0,46071.0,6262.0,26.0,58185.0,229154.0,3519.0
KANSAS,2007,KANSAS 2007,0.0,13.0,47108.0,8131.0,13.0,64215.0,235114.0,3889.0
KANSAS,2008,KANSAS 2008,0.0,21.0,46069.0,10539.0,8.0,72857.0,243850.0,4352.0
KANSAS,2009,KANSAS 2009,0.0,25.0,44865.0,9965.0,15.0,72465.0,239277.0,4516.0
KANSAS,2010,KANSAS 2010,0.0,15.0,48908.0,8940.0,14.0,68410.0,248133.0,4843.0
KANSAS,2011,KANSAS 2011,0.0,42.0,48941.0,8248.0,6.0,66820.0,245306.0,4697.0
KANSAS,2012,KANSAS 2012,0.0,45.0,47074.0,6684.0,2.0,51613.0,220969.0,3925.0
KANSAS,2013,KANSAS 2013,0.0,17.0,46379.0,7769.0,2.0,69254.0,235849.0,5122.0
KANSAS,2014,KANSAS 2014,0.0,6.0,46693.0,8660.0,5.0,72840.0,240294.0,5183.0
KANSAS,2015,KANSAS 2015,0.0,21.0,45181.0,8170.0,2.0,60399.0,221062.0,3834.0
KANSAS,2016,KANSAS 2016,0.0,8.0,46094.0,6406.0,53.0,55886.0,213358.0,3297.0
KANSAS,2017,KANSAS 2017,0.0,19.0,44402.0,6116.0,1.0,56299.0,205512.0,2925.0
KANSAS,2018,KANSAS 2018,0.0,9.0,48407.0,8421.0,3.0,69719.0,233852.0,4147.0
KANSAS,2019,KANSAS 2019,0.0,18.0,46508.0,9375.0,3.0,71071.0,228838.0,4078.0
KENTUCKY,2006,KENTUCKY 2006,279.0,1478.0,88538.0,7508.0,906.0,48756.0,371784.0,9018.0
KENTUCKY,2007,KENTUCKY 2007,322.0,1419.0,95549.0,8116.0,565.0,52926.0,394040.0,9967.0
