State,Year,State_Year,Total_HDD,Total_CDD,Lag_HDD,Lag_CDD,30NormHDD
SOUTH CAROLINA,2012,SOUTH CAROLINA 2012,1024,1976,1316,2236.0,2795
SOUTH CAROLINA,2013,SOUTH CAROLINA 2013,1070,1744,1000,2154.0,2795
SOUTH CAROLINA,2014,SOUTH CAROLINA 2014,1110,1927,1024,1976.0,2795
SOUTH CAROLINA,2015,SOUTH CAROLINA 2015,661,2109,1070,1744.0,2795
SOUTH CAROLINA,2016,SOUTH CAROLINA 2016,883,2384,1110,1927.0,2795
SOUTH CAROLINA,2017,SOUTH CAROLINA 2017,1046,2051,661,2109.0,2795
SOUTH CAROLINA,2018,SOUTH CAROLINA 2018,1065,2256,883,2384.0,2795
SOUTH CAROLINA,2019,SOUTH CAROLINA 2019,971,2275,1046,2051.0,2795
SOUTH CAROLINA,2020,SOUTH CAROLINA 2020,954,1994,1065,2256.0,2795
SOUTH DAKOTA,1998,SOUTH DAKOTA 1998,2656,743,,,7848
SOUTH DAKOTA,1999,SOUTH DAKOTA 1999,2572,640,,,7848
SOUTH DAKOTA,2000,SOUTH DAKOTA 2000,3451,716,2656,743,7848
SOUTH DAKOTA,2001,SOUTH DAKOTA 2001,2611,834,2572,640,7848
SOUTH DAKOTA,2002,SOUTH DAKOTA 2002,3019,949,3451,716,7848
SOUTH DAKOTA,2003,SOUTH DAKOTA 2003,2880,751,2611,834,7848
SOUTH DAKOTA,2004,SOUTH DAKOTA 2004,2685,490,3019,949,7848
SOUTH DAKOTA,2005,SOUTH DAKOTA 2005,2801,803,2880,751,7848
SOUTH DAKOTA,2006,SOUTH DAKOTA 2006,2958,816,2685,490,7848
SOUTH DAKOTA,2007,SOUTH DAKOTA 2007,2913,902,2801,803.0,7848
SOUTH DAKOTA,2008,SOUTH DAKOTA 2008,3177,620,2958,816.0,7848
SOUTH DAKOTA,2009,SOUTH DAKOTA 2009,3314,502,2913,902.0,7848
SOUTH DAKOTA,2010,SOUTH DAKOTA 2010,2980,745,3177,620.0,7848
SOUTH DAKOTA,2011,SOUTH DAKOTA 2011,2706,802,3314,502.0,7848
SOUTH DAKOTA,2012,SOUTH DAKOTA 2012,2947,1030,2980,745.0,7848
SOUTH DAKOTA,2013,SOUTH DAKOTA 2013,3271,800,2706,802.0,7848
SOUTH DAKOTA,2014,SOUTH DAKOTA 2014,3100,591,2947,1030.0,7848
SOUTH DAKOTA,2015,SOUTH DAKOTA 2015,2613,743,3271,800.0,7848
SOUTH DAKOTA,2016,SOUTH DAKOTA 2016,2683,813,3100,591.0,7848
SOUTH DAKOTA,2017,SOUTH DAKOTA 2017,2935,727,2613,743.0,7848
SOUTH DAKOTA,2018,SOUTH DAKOTA 2018,3134,832,2683,813.0,7848
SOUTH DAKOTA,2019,SOUTH DAKOTA 2019,3095,709,2935,727.0,7848
SOUTH DAKOTA,2020,SOUTH DAKOTA 2020,2840,858,3134,832.0,7848
TENNESSEE,1998,TENNESSEE 1998,1302,1662,,,4000
TENNESSEE,1999,TENNESSEE 1999,1363,1386,,,4000
TENNESSEE,2000,TENNESSEE 2000,1821,1539,1302,1662,4000
TENNESSEE,2001,TENNESSEE 2001,1351,1381,1363,1386,4000
TENNESSEE,2002,TENNESSEE 2002,1570,1600,1821,1539,4000
TENNESSEE,2003,TENNESSEE 2003,1482,1233,1351,1381,4000
TENNESSEE,2004,TENNESSEE 2004,1346,1339,1570,1600,4000
TENNESSEE,2005,TENNESSEE 2005,1545,1587,1482,1233,4000
TENNESSEE,2006,TENNESSEE 2006,1551,1561,1346,1339,4000
TENNESSEE,2007,TENNESSEE 2007,1341,1736,1545,1587.0,4000
TENNESSEE,2008,TENNESSEE 2008,1669,1396,1551,1561.0,4000
TENNESSEE,2009,TENNESSEE 2009,1604,1288,1341,1736.0,4000
TENNESSEE,2010,TENNESSEE 2010,1701,1776,1669,1396.0,4000
TENNESSEE,2011,TENNESSEE 2011,1465,1574,1604,1288.0,4000
TENNESSEE,2012,TENNESSEE 2012,1545,1536,1701,1776.0,4000
TENNESSEE,2013,TENNESSEE 2013,1662,1299,1465,1574.0,4000
TENNESSEE,2014,TENNESSEE 2014,1653,1317,1545,1536.0,4000
TENNESSEE,2015,TENNESSEE 2015,1089,1437,1662,1299.0,4000
TENNESSEE,2016,TENNESSEE 2016,1275,1721,1653,1317.0,4000
TENNESSEE,2017,TENNESSEE 2017,1548,1350,1089,1437.0,4000
TENNESSEE,2018,TENNESSEE 2018,1559,1700,1275,1721.0,4000
TENNESSEE,2019,TENNESSEE 2019,1447,1604,1548,1350.0,4000
TENNESSEE,2020,TENNESSEE 2020,1463,1403,1559,1700.0,4000
TEXAS,1998,TEXAS 1998,624,3058,,,1995
TEXAS,1999,TEXAS 1999,676,2675,,,1995
TEXAS,2000,TEXAS 2000,1074,3090,624,3058,1995
TEXAS,2001,TEXAS 2001,714,2759,676,2675,1995
TEXAS,2002,TEXAS 2002,812,2764,1074,3090,1995
TEXAS,2003,TEXAS 2003,662,2763,714,2759,1995
TEXAS,2004,TEXAS 2004,686,2728,812,2764,1995
TEXAS,2005,TEXAS 2005,731,2997,662,2763,1995
TEXAS,2006,TEXAS 2006,690,3108,686,2728,1995
TEXAS,2007,TEXAS 2007,669,2707,731,2997.0,1995
TEXAS,2008,TEXAS 2008,746,2719,690,3108.0,1995
TEXAS,2009,TEXAS 2009,886,2881,669,2707.0,1995
TEXAS,2010,TEXAS 2010,697,2884,746,2719.0,1995
TEXAS,2011,TEXAS 2011,740,3440,886,2881.0,1995
TEXAS,2012,TEXAS 2012,636,3135,697,2884.0,1995
TEXAS,2013,TEXAS 2013,941,2882,740,3440.0,1995
TEXAS,2014,TEXAS 2014,743,2746,636,3135.0,1995
TEXAS,2015,TEXAS 2015,542,2942,941,2882.0,1995
TEXAS,2016,TEXAS 2016,513,3112,743,2746.0,1995
TEXAS,2017,TEXAS 2017,674,3008,542,2942.0,1995
TEXAS,2018,TEXAS 2018,816,2921,513,3112.0,1995
TEXAS,2019,TEXAS 2019,748,3046,674,3008.0,1995
TEXAS,2020,TEXAS 2020,644,3004,816,2921.0,1995
UTAH,1998,UTAH 1998,2524,704,,,6613
UTAH,1999,UTAH 1999,2321,653,,,6613
UTAH,2000,UTAH 2000,2772,950,2524,704,6613
UTAH,2001,UTAH 2001,2410,1025,2321,653,6613
UTAH,2002,UTAH 2002,2595,910,2772,950,6613
UTAH,2003,UTAH 2003,2439,991,2410,1025,6613
UTAH,2004,UTAH 2004,2555,704,2595,910,6613
UTAH,2005,UTAH 2005,2467,755,2439,991,6613
UTAH,2006,UTAH 2006,2657,890,2555,704,6613
UTAH,2007,UTAH 2007,2569,1069,2467,755.0,6613
UTAH,2008,UTAH 2008,2392,831,2657,890.0,6613
UTAH,2009,UTAH 2009,2730,754,2569,1069.0,6613
UTAH,2010,UTAH 2010,2303,787,2392,831.0,6613
UTAH,2011,UTAH 2011,2432,814,2730,754.0,6613
UTAH,2012,UTAH 2012,2217,1004,2303,787.0,6613
UTAH,2013,UTAH 2013,2632,1144,2432,814.0,6613
UTAH,2014,UTAH 2014,2073,910,2217,1004.0,6613
UTAH,2015,UTAH 2015,2350,826,2632,1144.0,6613
UTAH,2016,UTAH 2016,2197,903,2073,910.0,6613
UTAH,2017,UTAH 2017,2498,849,2350,826.0,6613
UTAH,2018,UTAH 2018,2587,884,2197,903.0,6613
UTAH,2019,UTAH 2019,2722,701,2498,849.0,6613
UTAH,2020,UTAH 2020,2512,840,2587,884.0,6613
VERMONT,1998,VERMONT 1998,2714,270,,,8109
VERMONT,1999,VERMONT 1999,2752,449,,,8109
VERMONT,2000,VERMONT 2000,3234,195,2714,270,8109
VERMONT,2001,VERMONT 2001,2600,351,2752,449,8109
VERMONT,2002,VERMONT 2002,3051,398,3234,195,8109
VERMONT,2003,VERMONT 2003,2851,368,2600,351,8109
VERMONT,2004,VERMONT 2004,3012,214,3051,398,8109
VERMONT,2005,VERMONT 2005,2808,462,2851,368,8109
VERMONT,2006,VERMONT 2006,2759,329,3012,214,8109
VERMONT,2007,VERMONT 2007,3093,257,2808,462.0,8109
VERMONT,2008,VERMONT 2008,3133,219,2759,329.0,8109
VERMONT,2009,VERMONT 2009,3168,200,3093,257.0,8109
VERMONT,2010,VERMONT 2010,3146,385,3133,219.0,8109
VERMONT,2011,VERMONT 2011,2667,303,3168,200.0,8109
VERMONT,2012,VERMONT 2012,2886,338,3146,385.0,8109
VERMONT,2013,VERMONT 2013,3202,368,2667,303.0,8109
VERMONT,2014,VERMONT 2014,2974,215,2886,338.0,8109
VERMONT,2015,VERMONT 2015,2555,294,3202,368.0,8109
VERMONT,2016,VERMONT 2016,2767,381,2974,215.0,8109
VERMONT,2017,VERMONT 2017,2985,295,2555,294.0,8109
VERMONT,2018,VERMONT 2018,3090,491,2767,381.0,8109
VERMONT,2019,VERMONT 2019,3080,282,2985,295.0,8109
VERMONT,2020,VERMONT 2020,2789,440,3090,491.0,8109
VIRGINIA,1998,VIRGINIA 1998,1520,1186,,,4478
VIRGINIA,1999,VIRGINIA 1999,1510,1039,,,4478
VIRGINIA,2000,VIRGINIA 2000,1956,1026,1520,1186,4478
VIRGINIA,2001,VIRGINIA 2001,1386,1055,1510,1039,4478
VIRGINIA,2002,VIRGINIA 2002,1719,1369,1956,1026,4478
VIRGINIA,2003,VIRGINIA 2003,1548,1057,1386,1055,4478
VIRGINIA,2004,VIRGINIA 2004,1509,1208,1719,1369,4478
VIRGINIA,2005,VIRGINIA 2005,1568,1304,1548,1057,4478
VIRGINIA,2006,VIRGINIA 2006,1491,1214,1509,1208,4478
VIRGINIA,2007,VIRGINIA 2007,1439,1361,1568,1304.0,4478
VIRGINIA,2008,VIRGINIA 2008,1700,1146,1491,1214.0,4478
VIRGINIA,2009,VIRGINIA 2009,1661,1110,1439,1361.0,4478
VIRGINIA,2010,VIRGINIA 2010,1824,1577,1700,1146.0,4478
VIRGINIA,2011,VIRGINIA 2011,1447,1408,1661,1110.0,4478
VIRGINIA,2012,VIRGINIA 2012,1631,1349,1824,1577.0,4478
VIRGINIA,2013,VIRGINIA 2013,1657,1234,1447,1408.0,4478
VIRGINIA,2014,VIRGINIA 2014,1635,1138,1631,1349.0,4478
VIRGINIA,2015,VIRGINIA 2015,1145,1331,1657,1234.0,4478
VIRGINIA,2016,VIRGINIA 2016,1382,1548,1635,1138.0,4478
VIRGINIA,2017,VIRGINIA 2017,1600,1323,1145,1331.0,4478
VIRGINIA,2018,VIRGINIA 2018,1624,1578,1382,1548.0,4478
VIRGINIA,2019,VIRGINIA 2019,1532,1546,1600,1323.0,4478
VIRGINIA,2020,VIRGINIA 2020,1410,1319,1624,1578.0,4478
WASHINGTON,1998,WASHINGTON 1998,2285,228,,,5512
WASHINGTON,1999,WASHINGTON 1999,2170,118,,,5512
WASHINGTON,2000,WASHINGTON 2000,2438,236,2285,228,5512
WASHINGTON,2001,WASHINGTON 2001,2233,238,2170,118,5512
WASHINGTON,2002,WASHINGTON 2002,2144,268,2438,236,5512
WASHINGTON,2003,WASHINGTON 2003,2110,383,2233,238,5512
WASHINGTON,2004,WASHINGTON 2004,2121,354,2144,268,5512
WASHINGTON,2005,WASHINGTON 2005,2211,284,2110,383,5512
WASHINGTON,2006,WASHINGTON 2006,2284,379,2121,354,5512
WASHINGTON,2007,WASHINGTON 2007,2378,267,2211,284.0,5512
WASHINGTON,2008,WASHINGTON 2008,2378,254,2284,379.0,5512
WASHINGTON,2009,WASHINGTON 2009,2364,363,2378,267.0,5512
WASHINGTON,2010,WASHINGTON 2010,2306,227,2378,254.0,5512
WASHINGTON,2011,WASHINGTON 2011,2358,223,2364,363.0,5512
WASHINGTON,2012,WASHINGTON 2012,2137,274,2306,227.0,5512
WASHINGTON,2013,WASHINGTON 2013,2275,392,2358,223.0,5512
WASHINGTON,2014,WASHINGTON 2014,1891,391,2137,274.0,5512
WASHINGTON,2015,WASHINGTON 2015,2142,454,2275,392.0,5512
WASHINGTON,2016,WASHINGTON 2016,2101,347,1891,391.0,5512
WASHINGTON,2017,WASHINGTON 2017,2229,406,2142,454.0,5512
WASHINGTON,2018,WASHINGTON 2018,2127,358,2101,347.0,5512
WASHINGTON,2019,WASHINGTON 2019,2268,325,2229,406.0,5512
WASHINGTON,2020,WASHINGTON 2020,2134,314,2127,358.0,5512
WEST VIRGINIA,1998,WEST VIRGINIA 1998,1910,760,,,5296
WEST VIRGINIA,1999,WEST VIRGINIA 1999,1913,759,,,5296
WEST VIRGINIA,2000,WEST VIRGINIA 2000,2341,745,1910,760,5296
WEST VIRGINIA,2001,WEST VIRGINIA 2001,1775,785,1913,759,5296
WEST VIRGINIA,2002,WEST VIRGINIA 2002,2000,1018,2341,745,5296
WEST VIRGINIA,2003,WEST VIRGINIA 2003,1954,681,1775,785,5296
WEST VIRGINIA,2004,WEST VIRGINIA 2004,1768,847,2000,1018,5296
WEST VIRGINIA,2005,WEST VIRGINIA 2005,1947,1010,1954,681,5296
WEST VIRGINIA,2006,WEST VIRGINIA 2006,1899,838,1768,847,5296
WEST VIRGINIA,2007,WEST VIRGINIA 2007,1762,1039,1947,1010.0,5296
WEST VIRGINIA,2008,WEST VIRGINIA 2008,2079,785,1899,838.0,5296
WEST VIRGINIA,2009,WEST VIRGINIA 2009,1992,756,1762,1039.0,5296
WEST VIRGINIA,2010,WEST VIRGINIA 2010,2215,1111,2079,785.0,5296
WEST VIRGINIA,2011,WEST VIRGINIA 2011,1785,1023,1992,756.0,5296
WEST VIRGINIA,2012,WEST VIRGINIA 2012,2006,1040,2215,1111.0,5296
WEST VIRGINIA,2013,WEST VIRGINIA 2013,2049,880,1785,1023.0,5296
WEST VIRGINIA,2014,WEST VIRGINIA 2014,2045,826,2006,1040.0,5296
WEST VIRGINIA,2015,WEST VIRGINIA 2015,1422,972,2049,880.0,5296
WEST VIRGINIA,2016,WEST VIRGINIA 2016,1672,1148,2045,826.0,5296
WEST VIRGINIA,2017,WEST VIRGINIA 2017,1938,896,1422,972.0,5296
WEST VIRGINIA,2018,WEST VIRGINIA 2018,1941,1239,1672,1148.0,5296
WEST VIRGINIA,2019,WEST VIRGINIA 2019,1803,1128,1938,896.0,5296
WEST VIRGINIA,2020,WEST VIRGINIA 2020,1800,1010,1941,1239.0,5296
WISCONSIN,1998,WISCONSIN 1998,2367,617,,,7791
WISCONSIN,1999,WISCONSIN 1999,2614,567,,,7791
WISCONSIN,2000,WISCONSIN 2000,3187,444,2367,617,7791
WISCONSIN,2001,WISCONSIN 2001,2408,586,2614,567,7791
WISCONSIN,2002,WISCONSIN 2002,2850,668,3187,444,7791
WISCONSIN,2003,WISCONSIN 2003,2679,496,2408,586,7791
WISCONSIN,2004,WISCONSIN 2004,2653,358,2850,668,7791
WISCONSIN,2005,WISCONSIN 2005,2729,726,2679,496,7791
WISCONSIN,2006,WISCONSIN 2006,2792,589,2653,358,7791
WISCONSIN,2007,WISCONSIN 2007,2852,598,2729,726.0,7791
WISCONSIN,2008,WISCONSIN 2008,3162,383,2792,589.0,7791
WISCONSIN,2009,WISCONSIN 2009,2981,271,2852,598.0,7791
WISCONSIN,2010,WISCONSIN 2010,2896,652,3162,383.0,7791
WISCONSIN,2011,WISCONSIN 2011,2652,582,2981,271.0,7791
WISCONSIN,2012,WISCONSIN 2012,2835,754,2896,652.0,7791
WISCONSIN,2013,WISCONSIN 2013,3273,475,2652,582.0,7791
WISCONSIN,2014,WISCONSIN 2014,3135,341,2835,754.0,7791
WISCONSIN,2015,WISCONSIN 2015,2328,430,3273,475.0,7791
WISCONSIN,2016,WISCONSIN 2016,2473,581,3135,341.0,7791
WISCONSIN,2017,WISCONSIN 2017,2901,441,2328,430.0,7791
WISCONSIN,2018,WISCONSIN 2018,2971,637,2473,581.0,7791
WISCONSIN,2019,WISCONSIN 2019,2919,466,2901,441.0,7791
WISCONSIN,2020,WISCONSIN 2020,2761,600,2971,637.0,7791
WYOMING,1998,WYOMING 1998,3089,314,,,8302
WYOMING,1999,WYOMING 1999,2881,269,,,8302
WYOMING,2000,WYOMING 2000,3677,476,3089,314,8302
WYOMING,2001,WYOMING 2001,3007,540,2881,269,8302
WYOMING,2002,WYOMING 2002,3406,476,3677,476,8302
WYOMING,2003,WYOMING 2003,3189,502,3007,540,8302
WYOMING,2004,WYOMING 2004,3203,282,3406,476,8302
WYOMING,2005,WYOMING 2005,3117,418,3189,502,8302
WYOMING,2006,WYOMING 2006,3189,515,3203,282,8302
WYOMING,2007,WYOMING 2007,3127,514,3117,418.0,8302
WYOMING,2008,WYOMING 2008,3196,339,3189,515.0,8302
WYOMING,2009,WYOMING 2009,3566,267,3127,514.0,8302
WYOMING,2010,WYOMING 2010,3043,320,3196,339.0,8302
WYOMING,2011,WYOMING 2011,3066,406,3566,267.0,8302
WYOMING,2012,WYOMING 2012,2970,512,3043,320.0,8302
WYOMING,2013,WYOMING 2013,3202,521,3066,406.0,8302
WYOMING,2014,WYOMING 2014,2973,342,2970,512.0,8302
WYOMING,2015,WYOMING 2015,2979,385,3202,521.0,8302
WYOMING,2016,WYOMING 2016,3010,393,2973,342.0,8302
WYOMING,2017,WYOMING 2017,3085,417,2979,385.0,8302
WYOMING,2018,WYOMING 2018,3256,379,3010,393.0,8302
WYOMING,2019,WYOMING 2019,3353,356,3085,417.0,8302
WYOMING,2020,WYOMING 2020,3049,447,3256,379.0,8302
