State,Year,State_Year,Total_HDD,Total_CDD
WISCONSIN,1998,WISCONSIN 1998,2367,617
WISCONSIN,1999,WISCONSIN 1999,2614,567
WISCONSIN,2000,WISCONSIN 2000,3187,444
WISCONSIN,2001,WISCONSIN 2001,2408,586
WISCONSIN,2002,WISCONSIN 2002,2850,668
WISCONSIN,2003,WISCONSIN 2003,2679,496
WISCONSIN,2004,WISCONSIN 2004,2653,358
WISCONSIN,2005,WISCONSIN 2005,2729,726
WISCONSIN,2006,WISCONSIN 2006,2792,589
WISCONSIN,2007,WISCONSIN 2007,2852,598
WISCONSIN,2008,WISCONSIN 2008,3162,383
WISCONSIN,2009,WISCONSIN 2009,2981,271
WISCONSIN,2010,WISCONSIN 2010,2896,652
WISCONSIN,2011,WISCONSIN 2011,2652,582
WISCONSIN,2012,WISCONSIN 2012,2835,754
WISCONSIN,2013,WISCONSIN 2013,3273,475
WISCONSIN,2014,WISCONSIN 2014,3135,341
WISCONSIN,2015,WISCONSIN 2015,2328,430
WISCONSIN,2016,WISCONSIN 2016,2473,581
WISCONSIN,2017,WISCONSIN 2017,2901,441
WISCONSIN,2018,WISCONSIN 2018,2971,637
WISCONSIN,2019,WISCONSIN 2019,2919,466
WISCONSIN,2020,WISCONSIN 2020,2761,600
WYOMING,1997,WYOMING 1997,207,207
WYOMING,1998,WYOMING 1998,3089,314
WYOMING,1999,WYOMING 1999,2881,269
WYOMING,2000,WYOMING 2000,3677,476
WYOMING,2001,WYOMING 2001,3007,540
WYOMING,2002,WYOMING 2002,3406,476
WYOMING,2003,WYOMING 2003,3189,502
WYOMING,2004,WYOMING 2004,3203,282
WYOMING,2005,WYOMING 2005,3117,418
WYOMING,2006,WYOMING 2006,3189,515
WYOMING,2007,WYOMING 2007,3127,514
WYOMING,2008,WYOMING 2008,3196,339
WYOMING,2009,WYOMING 2009,3566,267
WYOMING,2010,WYOMING 2010,3043,320
WYOMING,2011,WYOMING 2011,3066,406
WYOMING,2012,WYOMING 2012,2970,512
WYOMING,2013,WYOMING 2013,3202,521
WYOMING,2014,WYOMING 2014,2973,342
WYOMING,2015,WYOMING 2015,2979,385
WYOMING,2016,WYOMING 2016,3010,393
WYOMING,2017,WYOMING 2017,3085,417
WYOMING,2018,WYOMING 2018,3256,379
WYOMING,2019,WYOMING 2019,3353,356
WYOMING,2020,WYOMING 2020,3049,447
