Year,State,State_Year,Eligible_Households,Total_HDD,Total_CDD,30NormHDD,LI_Coal_Heaters,LI_NG_Heaters,LI_FO_KE_Heaters,LI_LPG_Heaters,LI_EL_Heaters,LI_Wood_Heaters,Coal_Consumed,FO_Consumed,EL_Consumed,LPG_Consumed,KE_Consumed,NG_Consumed,Total_Energy_Consumed,Wood_Consumed,Coal_Exp,FO_Exp,EL_Exp,LPG_Exp,KE_Exp,NG_Exp,Total_Exp,Wood_Exp,Coal_Price,FO_Price,EL_Price,LPG_Price,KE_Price,NG_Price,Total_Avg_Price,Wood_Price,Percent_Allocation
2018,MISSOURI,MISSOURI 2018,694784,2130,1602,5219,171,320416,1745,66165,297846,33207,0.0,129.0,127825.0,16521.0,28.0,116461.0,556516.0,19737.0,0.0,2.4,4248.6,312.0,0.7,1181.5,5801.1,55.7,0.0,18.92,33.24,18.89,25.63,10.15,21.71,8.94,0.022159832
2019,MISSOURI,MISSOURI 2019,676428,1992,1351,5219,175,310685,1684,62623,296211,32637,0.0,74.0,121779.0,19709.0,39.0,112843.0,530235.0,19484.0,0.0,1.4,3975.6,330.7,0.9,1151.5,5512.9,53.0,0.0,18.22,32.65,16.78,22.44,10.2,21.15,8.6,0.02173394
2006,MONTANA,MONTANA 2006,92708,3176,438,8311,370,47915,3200,12055,20255,27034,228.0,1139.0,14992.0,6630.0,5.0,19781.0,83423.0,5350.0,0.2,19.6,363.9,119.0,0.1,219.0,745.7,23.9,1.08,17.18,24.28,17.94,20.29,11.07,16.56,10.6,0.003924528
2007,MONTANA,MONTANA 2007,93209,3179,480,8311,370,47915,3200,12055,20255,27034,3.0,1138.0,15496.0,7643.0,5.0,20049.0,85383.0,5914.0,0.0,21.4,398.4,147.8,0.1,195.4,792.3,29.1,1.08,18.81,25.71,19.33,22.24,9.75,16.92,11.71,0.004137663
2008,MONTANA,MONTANA 2008,93209,3260,311,8311,370,47915,3200,12055,20255,27034,0.0,1433.0,15932.0,8565.0,15.0,21930.0,90790.0,6618.0,0.0,33.0,426.2,201.9,0.4,247.1,948.8,40.2,0.0,22.99,26.75,23.58,27.57,11.27,18.73,14.42,0.00478112
2009,MONTANA,MONTANA 2009,99644,3449,310,8311,370,47915,3200,12055,20255,27034,0.0,665.0,16345.0,9072.0,1.0,22003.0,88272.0,3181.0,0.0,9.9,428.1,176.2,0.0,206.8,835.6,14.5,0.0,14.92,26.19,19.42,23.01,9.4,16.91,10.83,0.00440669
2010,MONTANA,MONTANA 2010,110594,3300,244,8311,235,47734,1888,10964,23281,7425,0.0,628.0,16182.0,7550.0,6.0,21124.0,84479.0,3411.0,0.0,11.9,434.4,156.4,0.2,180.4,801.5,18.4,0.0,18.9,26.85,20.71,24.68,8.54,17.08,12.78,0.002946755
2011,MONTANA,MONTANA 2011,115278,2978,326,8311,235,47734,1888,10964,23281,7425,0.0,572.0,16764.0,8025.0,4.0,22057.0,87059.0,3309.0,0.0,14.0,479.2,191.1,0.1,191.0,896.7,21.4,0.0,24.41,28.58,23.81,25.35,8.66,18.37,15.36,0.00287114
2012,MONTANA,MONTANA 2012,115278,3038,410,8311,479,51022,1692,11577,25299,7565,0.0,538.0,16304.0,6290.0,0.0,19546.0,80476.0,2765.0,0.0,13.5,481.8,137.0,0.0,153.5,805.7,19.9,0.0,25.04,29.55,21.78,26.56,7.85,18.38,17.11,0.003281547
2013,MONTANA,MONTANA 2013,117179,3239,433,8311,1026,54474,2209,11893,29256,10436,0.0,459.0,16809.0,6168.0,1.0,21523.0,85097.0,3608.0,0.0,11.2,508.9,132.9,0.0,170.5,848.9,25.5,0.0,24.43,30.27,21.55,26.26,7.92,18.26,16.76,0.002800082
2014,MONTANA,MONTANA 2014,120368,3079,329,8311,193,58451,2145,12346,29914,10066,0.0,365.0,16955.0,6948.0,4.0,21922.0,87262.0,3651.0,0.0,8.5,506.0,177.2,0.1,194.8,911.7,25.1,0.0,23.21,29.84,25.51,26.13,8.88,19.1,16.34,0.00314407
2015,MONTANA,MONTANA 2015,123536,2993,403,8311,203,56749,1915,12361,32598,11472,0.0,404.0,16464.0,6997.0,0.0,19534.0,89193.0,10838.0,0.0,5.6,525.0,132.9,0.0,155.3,870.2,51.4,0.0,13.85,31.89,19.0,16.01,7.95,18.14,11.26,0.003468872
2016,MONTANA,MONTANA 2016,121517,3134,319,8311,225,56532,1686,12851,34843,11898,0.0,388.0,16557.0,6182.0,5.0,19749.0,88865.0,11119.0,0.0,4.8,530.7,111.9,0.1,138.9,831.3,45.0,0.0,12.45,32.05,18.1,12.76,7.03,17.48,9.62,0.003584153
2017,MONTANA,MONTANA 2017,118213,3279,458,8311,184,57664,5225,12914,35128,11503,0.0,382.0,17826.0,7241.0,0.0,22370.0,95522.0,10820.0,0.0,6.4,572.3,153.5,0.0,163.7,944.9,49.0,0.0,16.75,32.1,21.2,15.96,7.32,18.04,10.76,0.00366925
2018,MONTANA,MONTANA 2018,118571,3298,323,8311,200,58269,1398,13255,36392,11175,0.0,339.0,17735.0,6894.0,0.0,23593.0,100374.0,14437.0,0.0,6.4,569.8,152.1,0.0,165.6,966.2,72.4,0.0,18.8,32.13,22.06,23.06,7.02,17.68,11.9,0.003513115
2019,MONTANA,MONTANA 2019,115660,3402,304,8311,156,54755,1257,12239,36468,10973,0.0,368.0,18111.0,9538.0,0.0,25124.0,105697.0,14033.0,0.0,6.7,590.9,183.4,0.0,169.7,1018.3,67.7,0.0,18.1,32.63,19.23,21.53,6.75,17.25,11.46,0.003420531
2006,NEBRASKA,NEBRASKA 2006,196679,2531,1195,6525,30,106725,2610,20545,36305,7321,11.0,590.0,31709.0,6038.0,14.0,36342.0,153450.0,2019.0,0.0,10.3,688.8,96.3,0.3,405.6,1206.5,5.1,3.0,17.46,21.72,15.95,19.59,11.16,16.01,7.96,0.005387302
2007,NEBRASKA,NEBRASKA 2007,194330,2543,1156,6525,30,106725,2610,20545,36305,7321,12.0,304.0,33259.0,7029.0,35.0,39297.0,159682.0,2232.0,0.0,6.0,740.0,126.3,0.8,430.3,1309.6,6.2,2.72,19.56,22.25,17.97,22.22,10.95,16.24,8.79,0.005978054
2008,NEBRASKA,NEBRASKA 2008,194330,2757,853,6525,30,106725,2610,20545,36305,7321,0.0,318.0,33286.0,9376.0,13.0,42833.0,165222.0,2497.0,0.0,7.6,767.6,196.2,0.3,470.6,1450.9,8.5,0.0,23.95,23.06,20.93,23.36,10.99,16.75,10.83,0.005547458
2009,NEBRASKA,NEBRASKA 2009,199463,2929,726,6525,30,106725,2610,20545,36305,7321,0.0,205.0,32847.0,8297.0,15.0,40636.0,158712.0,2590.0,0.0,3.3,820.3,135.4,0.4,374.9,1341.0,6.7,0.0,16.19,24.97,16.32,23.58,9.23,16.19,8.13,0.005577027
2010,NEBRASKA,NEBRASKA 2010,202576,2487,1077,6525,71,119419,2145,16075,50982,3168,0.0,160.0,34484.0,8368.0,18.0,40293.0,163715.0,2778.0,0.0,3.1,903.4,154.4,0.5,359.2,1428.9,8.4,0.0,19.55,26.2,18.45,25.05,8.91,16.97,9.6,0.005471872
2011,NEBRASKA,NEBRASKA 2011,210290,2469,1053,6525,71,119419,2145,16075,50982,3168,0.0,138.0,33939.0,7825.0,3.0,40156.0,160922.0,2694.0,0.0,3.8,927.3,155.5,0.1,351.1,1447.6,9.8,0.0,27.23,27.32,19.87,28.35,8.74,17.46,11.54,0.00553228
2012,NEBRASKA,NEBRASKA 2012,210290,2517,1318,6525,114,123365,1587,15829,52553,2871,0.0,102.0,33029.0,5810.0,3.0,31876.0,147037.0,2252.0,0.0,2.8,972.3,96.5,0.1,271.6,1352.4,9.1,0.0,27.14,29.44,16.61,29.74,8.52,18.91,12.85,0.005914759
2013,NEBRASKA,NEBRASKA 2013,199086,2717,1088,6525,44,122336,1600,15927,56465,2716,0.0,114.0,34332.0,7143.0,3.0,42725.0,163557.0,2938.0,0.0,3.2,1037.8,119.6,0.1,345.9,1518.2,11.7,0.0,28.15,30.23,16.74,30.4,8.1,17.81,12.58,0.005550293
2014,NEBRASKA,NEBRASKA 2014,199800,2617,871,6525,31,125185,1717,15455,61460,2734,0.0,101.0,34216.0,6980.0,7.0,43923.0,163525.0,2973.0,0.0,2.8,1043.0,149.1,0.2,369.6,1576.3,11.5,0.0,27.21,30.48,21.36,32.72,8.42,18.29,12.27,0.005606749
2015,NEBRASKA,NEBRASKA 2015,206556,2150,981,6525,22,119080,1800,13871,58385,2537,0.0,83.0,32524.0,6256.0,3.0,36635.0,148592.0,2401.0,0.0,1.5,1010.5,81.1,0.0,307.1,1406.7,6.4,0.0,17.82,31.07,12.97,16.89,8.38,18.45,8.45,0.004831917
2016,NEBRASKA,NEBRASKA 2016,207659,2182,1120,6525,22,119862,1529,13094,59989,2624,0.0,76.0,33227.0,5529.0,6.0,34992.0,148472.0,2240.0,0.0,1.2,1055.6,65.0,0.1,264.7,1391.7,5.1,0.0,15.42,31.77,11.75,13.46,7.57,18.67,7.22,0.005306831
2017,NEBRASKA,NEBRASKA 2017,208681,2409,1014,6525,14,120541,4009,14178,63394,2931,0.0,84.0,32987.0,4569.0,2.0,36142.0,146173.0,1827.0,0.0,1.5,1060.4,68.4,0.0,307.0,1442.0,4.7,0.0,17.56,32.15,14.97,16.84,8.49,19.39,8.08,0.005489716
2018,NEBRASKA,NEBRASKA 2018,205173,2682,1142,6525,30,118949,1296,14114,66667,2838,0.0,77.0,35526.0,6543.0,3.0,44923.0,167867.0,2803.0,0.0,1.5,1114.4,101.0,0.1,361.9,1586.9,7.9,0.0,19.15,31.37,15.44,25.95,8.06,18.04,8.94,0.005341488
2019,NEBRASKA,NEBRASKA 2019,201084,2521,1060,6525,31,117303,1183,14491,70103,2946,0.0,70.0,35171.0,7815.0,4.0,44541.0,169241.0,3080.0,0.0,1.3,1109.7,108.0,0.1,328.9,1556.3,8.4,0.0,17.95,31.55,13.82,22.72,7.39,17.57,8.6,0.005035653
2006,NEVADA,NEVADA 2006,215542,1482,2242,3802,45,72430,2015,9145,81720,7968,4.0,913.0,40869.0,1882.0,89.0,39356.0,167835.0,1728.0,0.0,17.6,1327.0,47.4,1.9,542.9,1944.6,7.7,4.95,19.25,32.47,25.19,21.97,13.79,23.19,10.6,0.004645186
2007,NEVADA,NEVADA 2007,206512,1427,1996,3802,45,72430,2015,9145,81720,7968,0.0,850.0,42275.0,1854.0,96.0,39473.0,165984.0,1910.0,0.0,17.6,1464.2,50.4,2.3,539.7,2083.7,9.4,5.92,20.73,34.64,27.19,24.09,13.67,24.41,11.71,0.006855411
2008,NEVADA,NEVADA 2008,206512,1309,1904,3802,45,72430,2015,9145,81720,7968,0.0,923.0,41150.0,2116.0,51.0,39956.0,161175.0,2137.0,0.0,23.8,1438.7,68.9,1.5,515.4,2061.3,13.0,0.0,25.73,34.96,32.56,29.86,12.9,24.22,14.42,0.00571277
2009,NEVADA,NEVADA 2009,217160,1589,1858,3802,45,72430,2015,9145,81720,7968,0.0,678.0,40535.0,2594.0,141.0,39885.0,154557.0,1803.0,0.0,12.3,1527.4,71.3,3.5,510.6,2133.3,8.2,0.0,18.06,37.68,27.49,24.96,12.8,25.22,10.83,0.005764039
2010,NEVADA,NEVADA 2010,254464,1350,1758,3802,5,101321,1562,9715,90154,1883,0.0,562.0,39629.0,2390.0,117.0,40845.0,154556.0,1933.0,0.0,12.9,1435.7,75.4,3.1,482.4,2020.0,10.4,0.0,22.96,36.23,31.57,26.82,11.81,23.95,12.78,0.005001879
2011,NEVADA,NEVADA 2011,285780,1490,1623,3802,5,101321,1562,9715,90154,1883,0.0,428.0,39215.0,2469.0,15.0,41578.0,154767.0,1875.0,0.0,12.1,1334.1,83.2,0.5,432.7,1874.7,12.1,0.0,28.4,34.02,33.68,32.19,10.41,22.19,15.36,0.005264736
2012,NEVADA,NEVADA 2012,285780,1248,2021,3802,0,109772,1603,7930,93786,2277,0.0,301.0,41363.0,1731.0,13.0,38411.0,152726.0,1567.0,0.0,8.9,1433.8,53.3,0.4,375.9,1883.7,11.3,0.0,29.73,34.66,30.79,33.73,9.79,22.84,17.11,0.004978673
2013,NEVADA,NEVADA 2013,289056,1530,1909,3802,220,129262,2006,7857,109494,3392,0.0,167.0,41430.0,2499.0,4.0,43115.0,159646.0,2045.0,0.0,4.9,1444.3,76.1,0.1,392.5,1932.4,14.4,0.0,29.39,34.86,30.46,33.34,9.1,21.94,16.76,0.005627669
2014,NEVADA,NEVADA 2014,283704,1164,1927,3802,86,147332,1680,8299,121434,4007,0.0,147.0,40659.0,1973.0,3.0,36304.0,151032.0,2069.0,0.0,4.2,1541.1,71.2,0.1,401.9,2032.8,14.2,0.0,28.72,37.9,36.1,33.17,11.07,25.42,16.34,0.005373637
2015,NEVADA,NEVADA 2015,279630,1446,2011,3802,90,149386,1554,7533,123323,4385,0.0,188.0,42099.0,1985.0,1.0,38501.0,151763.0,1911.0,0.0,3.8,1574.1,53.3,0.0,437.7,2077.9,9.1,0.0,20.14,37.39,26.84,17.11,11.37,24.86,11.26,0.007215343
2016,NEVADA,NEVADA 2016,263360,1177,2113,3802,0,145308,1353,7129,123039,3925,0.0,221.0,43305.0,2037.0,2.0,40678.0,158158.0,1815.0,0.0,3.7,1447.6,52.1,0.0,399.7,1910.5,7.3,0.0,16.78,33.43,25.56,13.64,9.83,21.96,9.62,0.007175392
2017,NEVADA,NEVADA 2017,260317,1129,2111,3802,48,140226,7112,6436,120173,3929,0.0,241.0,44140.0,2199.0,2.0,42534.0,164779.0,1862.0,0.0,4.6,1550.5,65.9,0.0,360.8,1990.3,8.4,0.0,19.17,35.13,29.97,17.06,8.48,22.14,10.76,0.007127949
2018,NEVADA,NEVADA 2018,264251,1318,2162,3802,0,131784,1169,5929,117620,3178,0.0,224.0,45891.0,1857.0,4.0,43354.0,171840.0,2744.0,0.0,5.0,1593.4,57.9,0.1,386.6,2056.7,13.8,0.0,22.35,34.72,31.2,24.64,8.92,22.24,11.9,0.007499965
2019,NEVADA,NEVADA 2019,257131,1423,1863,3802,33,130217,1216,5509,117167,3081,0.0,266.0,43904.0,2006.0,4.0,49909.0,173543.0,2688.0,0.0,5.7,1544.7,54.5,0.1,455.3,2073.4,13.0,0.0,21.53,35.18,27.16,23.01,9.12,21.33,11.46,0.007263061
2006,NEW HAMPSHIRE,NEW HAMPSHIRE 2006,125554,2432,393,7587,105,19630,56495,9590,12805,20226,9.0,24589.0,15015.0,6517.0,2463.0,6846.0,88759.0,2946.0,0.1,406.3,646.1,147.4,41.8,110.0,1363.0,11.3,5.69,16.52,43.03,22.62,16.99,16.07,23.82,6.31,0.005427052
2007,NEW HAMPSHIRE,NEW HAMPSHIRE 2007,125092,2788,364,7587,105,19630,56495,9590,12805,20226,9.0,23532.0,15330.0,8003.0,1687.0,7578.0,90060.0,3256.0,0.0,433.2,668.5,198.7,35.8,123.5,1473.5,13.8,5.69,18.41,43.61,24.83,21.21,16.3,25.36,6.97,0.004529523
2008,NEW HAMPSHIRE,NEW HAMPSHIRE 2008,125092,2841,300,7587,105,19630,56495,9590,12805,20226,0.0,22857.0,14992.0,9357.0,794.0,7197.0,87643.0,3643.0,0.0,532.6,689.2,274.4,20.3,116.0,1651.5,19.0,0.0,23.3,45.97,29.33,25.57,16.12,28.77,8.59,0.005513871
2009,NEW HAMPSHIRE,NEW HAMPSHIRE 2009,138802,2920,238,7587,105,19630,56495,9590,12805,20226,0.0,19589.0,15086.0,9807.0,1047.0,7459.0,90635.0,8256.0,0.0,338.5,724.7,258.2,21.8,110.6,1486.1,32.3,0.0,17.28,48.04,26.33,20.86,14.82,25.63,6.45,0.005028557
2010,NEW HAMPSHIRE,NEW HAMPSHIRE 2010,145910,2755,521,7587,67,25639,63193,11967,16848,5463,0.0,17527.0,15304.0,8324.0,925.0,6955.0,88332.0,8855.0,0.0,341.6,732.0,233.2,21.9,97.4,1467.0,40.9,0.0,19.49,47.83,28.01,23.64,14.01,26.97,7.61,0.006118567
2011,NEW HAMPSHIRE,NEW HAMPSHIRE 2011,155378,2361,395,7587,67,25639,63193,11967,16848,5463,0.0,18924.0,15197.0,8549.0,666.0,7213.0,87549.0,8589.0,0.0,447.6,735.8,271.9,18.4,102.0,1623.4,47.6,0.0,23.65,48.42,31.8,27.64,14.15,29.12,9.15,0.00604558
2012,NEW HAMPSHIRE,NEW HAMPSHIRE 2012,155378,2576,430,7587,117,28664,67690,13433,18623,7556,0.0,13901.0,15147.0,8617.0,247.0,6629.0,81254.0,7177.0,0.0,376.6,713.4,265.8,7.3,88.2,1495.6,44.3,0.0,27.09,47.1,30.84,29.59,13.31,30.59,10.19,0.00742209
2013,NEW HAMPSHIRE,NEW HAMPSHIRE 2013,149810,2899,432,7587,506,29237,69180,14720,21059,8467,0.0,17241.0,15538.0,9745.0,304.0,7404.0,91993.0,9365.0,0.0,457.2,743.6,289.9,9.0,99.4,1655.8,56.6,0.0,26.52,47.86,29.75,29.53,13.43,29.62,9.98,0.006233343
2014,NEW HAMPSHIRE,NEW HAMPSHIRE 2014,150953,2619,309,7587,157,32338,71989,17356,20507,9671,0.0,20046.0,15390.0,12661.0,438.0,7994.0,97606.0,9478.0,0.0,518.2,790.7,411.9,13.1,126.2,1916.0,55.9,0.0,25.85,51.38,32.54,29.9,15.78,30.77,9.73,0.00730977
2015,NEW HAMPSHIRE,NEW HAMPSHIRE 2015,149967,2256,432,7587,111,31474,67162,17779,19197,10180,0.0,21046.0,15446.0,11511.0,371.0,8077.0,101092.0,13918.0,0.0,373.3,837.5,327.0,5.9,126.9,1727.3,56.6,0.0,17.74,54.22,28.41,16.01,15.71,26.62,6.71,0.007525765
2016,NEW HAMPSHIRE,NEW HAMPSHIRE 2016,150662,2467,525,7587,110,33563,65955,18229,17812,10550,0.0,20185.0,15144.0,10085.0,585.0,7068.0,94267.0,10171.0,0.0,304.7,815.8,294.3,7.5,97.8,1555.4,35.3,0.0,15.09,53.87,29.19,12.76,13.83,26.26,5.73,0.007876387
2017,NEW HAMPSHIRE,NEW HAMPSHIRE 2017,149408,2652,398,7587,237,32141,245018,17713,19079,10281,0.0,23734.0,15154.0,9603.0,433.0,7556.0,99771.0,11203.0,0.0,401.4,853.0,301.1,6.9,106.7,1712.6,43.5,0.0,16.91,56.29,31.35,15.96,14.12,27.07,6.41,0.008616674
2018,NEW HAMPSHIRE,NEW HAMPSHIRE 2018,147082,2823,547,7587,278,32648,66393,18946,19555,10718,0.0,25471.0,15835.0,10780.0,436.0,8391.0,107183.0,12648.0,0.0,477.1,913.6,343.9,10.1,124.9,1924.0,54.3,0.0,18.73,57.7,31.9,23.06,14.88,28.06,7.09,0.007678659
2019,NEW HAMPSHIRE,NEW HAMPSHIRE 2019,143635,2768,391,7587,354,31858,62643,18387,20612,10242,0.0,24547.0,15377.0,10712.0,570.0,8291.0,105115.0,13486.0,0.0,439.1,903.6,307.4,12.3,126.5,1844.6,55.8,0.0,17.89,58.76,28.7,21.53,15.26,27.26,6.82,0.00731374
2006,NEW JERSEY,NEW JERSEY 2006,936191,1657,989,5443,325,479615,155130,25425,119280,6989,5.0,41080.0,97657.0,3980.0,658.0,204354.0,577510.0,1254.0,0.0,780.9,3676.2,110.5,11.9,2940.3,7524.5,4.8,5.01,19.01,37.64,27.75,18.02,14.39,21.59,6.31,0.03165983
2007,NEW JERSEY,NEW JERSEY 2007,928779,1810,948,5443,325,479615,155130,25425,119280,6989,6.0,43538.0,101513.0,5656.0,409.0,236069.0,619069.0,1386.0,0.0,901.2,4206.8,171.5,8.3,3302.2,8595.8,5.9,3.83,20.7,41.44,30.33,20.22,13.99,22.15,6.97,0.028376042
2008,NEW JERSEY,NEW JERSEY 2008,928779,2011,873,5443,325,479615,155130,25425,119280,6989,0.0,46076.0,99327.0,6038.0,309.0,227801.0,603310.0,1551.0,0.0,1170.4,4559.9,216.5,8.2,3352.8,9315.9,8.1,0.0,25.4,45.91,35.85,26.67,14.72,24.48,8.59,0.035817516
2009,NEW JERSEY,NEW JERSEY 2009,924131,1920,697,5443,325,479615,155130,25425,119280,6989,0.0,38354.0,94966.0,5925.0,202.0,232559.0,590427.0,10964.0,0.0,717.3,4540.7,191.3,4.3,3286.3,8782.7,42.9,0.0,18.7,47.81,32.29,21.19,14.13,23.19,6.45,0.036211633
2010,NEW JERSEY,NEW JERSEY 2010,973131,2016,1162,5443,577,613947,143378,20944,140187,2087,0.0,31454.0,103408.0,5719.0,204.0,224850.0,597861.0,11759.0,0.0,727.7,5022.0,195.9,4.9,2813.8,8818.5,54.3,0.0,23.14,48.56,34.25,24.1,12.51,23.66,7.61,0.039949049
2011,NEW JERSEY,NEW JERSEY 2011,1044279,1628,1053,5443,577,613947,143378,20944,140187,2087,0.0,26516.0,100309.0,5727.0,145.0,219187.0,575584.0,11405.0,0.0,700.4,4772.5,224.3,4.1,2516.6,8281.2,63.3,0.0,26.42,47.58,39.17,28.26,11.48,23.08,9.15,0.041050109
2012,NEW JERSEY,NEW JERSEY 2012,1044279,1840,1021,5443,591,632172,126929,18220,135648,2234,0.0,24235.0,97798.0,4033.0,60.0,196706.0,539255.0,9531.0,0.0,728.0,4523.8,149.8,1.8,2122.3,7584.5,58.9,0.0,30.04,46.26,37.13,30.36,10.79,23.08,10.19,0.040104991
2013,NEW JERSEY,NEW JERSEY 2013,1039928,1993,936,5443,1018,673940,124792,19266,143714,2687,0.0,25447.0,97394.0,4405.0,64.0,236942.0,582369.0,12436.0,0.0,740.3,4489.7,158.9,1.9,2463.3,7929.4,75.2,0.0,29.09,46.1,36.08,30.54,10.4,21.33,9.98,0.03811807
2014,NEW JERSEY,NEW JERSEY 2014,1059271,1870,743,5443,276,730360,125187,19190,157575,3151,0.0,28599.0,95169.0,5198.0,95.0,258878.0,595380.0,12586.0,0.0,811.9,4400.2,205.3,2.9,2400.6,7895.2,74.2,0.0,28.39,46.24,39.49,30.71,9.27,19.96,9.73,0.036202295
2015,NEW JERSEY,NEW JERSEY 2015,1056363,1412,1013,5443,205,730074,116431,18717,163036,3157,0.0,28328.0,99433.0,4341.0,56.0,248407.0,581660.0,3215.0,0.0,561.8,4607.3,148.4,1.0,1972.7,7304.2,13.1,0.0,19.83,46.34,34.18,17.13,7.94,19.1,6.71,0.037030381
2016,NEW JERSEY,NEW JERSEY 2016,1058924,1721,1148,5443,251,750777,107003,19032,169052,3465,0.0,18748.0,99258.0,3982.0,55.0,224984.0,538870.0,2729.0,0.0,319.6,4573.8,135.2,0.8,1788.7,6827.5,9.5,0.0,17.05,46.08,33.94,13.66,7.95,19.58,5.73,0.037659646
2017,NEW JERSEY,NEW JERSEY 2017,1047284,1919,893,5443,278,735889,352803,19445,166223,3131,0.0,18726.0,94724.0,4303.0,29.0,230803.0,536022.0,2380.0,0.0,354.7,4344.1,159.4,0.5,2025.5,6893.4,9.2,0.0,18.94,45.86,37.04,17.06,8.78,19.69,6.41,0.034518473
2018,NEW JERSEY,NEW JERSEY 2018,1038856,1924,1090,5443,254,754227,101558,19919,171547,3719,0.0,24777.0,100759.0,4925.0,28.0,257503.0,586180.0,2989.0,0.0,515.6,4550.4,191.5,0.7,2250.5,7521.6,12.8,0.0,20.81,45.16,38.88,24.61,8.74,19.3,7.09,0.033914341
2019,NEW JERSEY,NEW JERSEY 2019,1005775,1918,974,5443,374,744327,91619,19966,174492,3758,0.0,24086.0,97626.0,4808.0,32.0,248751.0,563131.0,2664.0,0.0,491.6,4535.0,164.4,0.7,2326.0,7528.8,11.0,0.0,20.41,46.45,34.2,22.96,9.35,19.97,6.82,0.032465385
2006,NEW MEXICO,NEW MEXICO 2006,198204,1955,1025,4837,355,109505,340,31230,22765,34666,7.0,18.0,20504.0,7794.0,23.0,31086.0,113558.0,7986.0,0.0,0.3,544.3,173.8,0.4,384.7,1139.1,35.6,3.73,16.14,26.55,22.3,17.07,12.38,18.14,10.6,0.004863438
2007,NEW MEXICO,NEW MEXICO 2007,200645,1688,958,4837,355,109505,340,31230,22765,34666,7.0,21.0,21794.0,6616.0,15.0,34346.0,119914.0,8826.0,0.0,0.4,582.5,158.6,0.2,401.3,1186.5,43.5,2.94,17.67,26.73,23.97,15.51,11.68,17.84,11.71,0.006278677
2008,NEW MEXICO,NEW MEXICO 2008,200645,1768,818,4837,355,109505,340,31230,22765,34666,0.0,13.0,21765.0,6944.0,6.0,34947.0,119981.0,9877.0,0.0,0.3,638.5,196.2,0.1,415.8,1310.9,60.0,0.0,24.59,29.34,28.26,19.23,11.9,19.33,14.42,0.00576468
2009,NEW MEXICO,NEW MEXICO 2009,198562,1976,897,4837,355,109505,340,31230,22765,34666,0.0,8.0,22191.0,6966.0,5.0,33319.0,115246.0,6906.0,0.0,0.1,651.9,164.2,0.1,308.8,1156.6,31.5,0.0,14.37,29.38,23.57,19.6,9.27,17.69,10.83,0.00577369
2010,NEW MEXICO,NEW MEXICO 2010,203282,1641,987,4837,629,123113,424,23586,33636,17320,0.0,7.0,23039.0,6274.0,3.0,35982.0,120211.0,7407.0,0.0,0.1,710.5,160.2,0.1,339.5,1250.3,39.9,0.0,17.46,30.84,25.54,20.79,9.43,18.27,12.78,0.004581035
2011,NEW MEXICO,NEW MEXICO 2011,210699,1943,1131,4837,629,123113,424,23586,33636,17320,0.0,5.0,23453.0,5681.0,2.0,35060.0,120598.0,7184.0,0.0,0.1,755.9,165.9,0.0,313.5,1281.9,46.5,0.0,25.14,32.23,29.2,25.69,8.94,19.07,15.36,0.004412339
2012,NEW MEXICO,NEW MEXICO 2012,210699,1662,1110,4837,408,122527,286,22082,33957,17574,0.0,4.0,23078.0,4878.0,0.0,33247.0,115608.0,6003.0,0.0,0.1,769.4,130.5,0.0,282.6,1225.8,43.2,0.0,25.05,33.34,26.75,26.89,8.5,19.23,17.11,0.004298519
2013,NEW MEXICO,NEW MEXICO 2013,217112,1901,1068,4837,462,126556,186,21729,34792,18025,0.0,10.0,23215.0,5746.0,0.0,37122.0,122811.0,7833.0,0.0,0.3,794.9,152.2,0.0,321.3,1323.9,55.3,0.0,26.06,34.24,26.48,26.4,8.66,19.08,16.76,0.004070292
2014,NEW MEXICO,NEW MEXICO 2014,222816,1652,995,4837,63,132515,182,20526,37877,17492,0.0,7.0,22560.0,4895.0,1.0,33484.0,116568.0,7927.0,0.0,0.2,812.0,153.0,0.0,327.9,1347.7,54.5,0.0,25.12,35.99,31.25,25.6,9.79,20.96,16.34,0.003939117
2015,NEW MEXICO,NEW MEXICO 2015,223211,1722,1013,4837,132,137188,192,18465,38903,19897,0.0,9.0,22662.0,4365.0,0.0,34402.0,117554.0,8806.0,0.0,0.1,828.2,102.2,0.0,285.9,1258.2,41.7,0.0,15.76,36.55,23.41,16.83,8.31,19.31,11.26,0.005327092
2016,NEW MEXICO,NEW MEXICO 2016,226427,1466,1145,4837,94,140963,188,17161,40282,21256,0.0,6.0,22664.0,4831.0,0.0,34005.0,117677.0,9035.0,0.0,0.1,799.3,107.9,0.0,262.2,1206.1,36.6,0.0,13.37,35.27,22.33,13.42,7.71,18.47,9.62,0.005710729
2017,NEW MEXICO,NEW MEXICO 2017,228270,1466,1048,4837,98,140104,1020,18091,40738,20130,0.0,4.0,22168.0,4020.0,0.0,31221.0,111913.0,7847.0,0.0,0.1,836.8,104.8,0.0,276.5,1253.7,35.6,0.0,15.51,37.75,26.07,16.78,8.86,20.65,10.76,0.00560319
2018,NEW MEXICO,NEW MEXICO 2018,229216,1873,1124,4837,94,141461,219,17797,43195,20998,0.0,4.0,23292.0,4438.0,0.0,35637.0,120248.0,11019.0,0.0,0.1,865.8,120.3,0.0,271.7,1313.1,55.2,0.0,17.09,37.17,27.1,24.24,7.62,19.31,11.9,0.005522556
